{'nome': 'Levi da Cunha', 'email': 'levi.cunha@gmail.com', 'cpf': '863.052.791-95', 'celular': '(31) 9164-05374', 'idade': '86', 'data_nascimento': '10/05/1935', 'data_cadastro': '09/04/1969', 'status': 'válido'}
{'nome': 'Emanuel Nascimento', 'email': 'emanuel.nascimento@gmail.com', 'cpf': '709.618.542-94', 'celular': '(51) 9121-36228', 'idade': '25', 'data_nascimento': '15/12/1996', 'data_cadastro': '28/03/2021', 'status': 'válido'}
{'nome': 'Clara Nunes', 'email': 'clara.nunes@gmail.com', 'cpf': '196.347.805-39', 'celular': '(51) 9768-51162', 'idade': '25', 'data_nascimento': '27/02/1996', 'data_cadastro': '13/10/2004', 'status': 'válido'}
{'nome': 'Enrico Santos', 'email': 'enrico.santos@gmail.com', 'cpf': '213.796.580-12', 'celular': '(41) 9585-40921', 'idade': '23', 'data_nascimento': '18/12/1998', 'data_cadastro': '06/07/2017', 'status': 'válido'}
{'nome': 'Caroline Pires', 'email': 'caroline.pires@gmail.com', 'cpf': '950.276.381-59', 'celular': '(71) 9172-21475', 'idade': '63', 'data_nascimento': '17/04/1958', 'data_cadastro': '23/02/1976', 'status': 'válido'}
{'nome': 'Rodrigo Silva', 'email': 'rodrigo.silva@gmail.com', 'cpf': '192.057.846-30', 'celular': '(51) 9381-11690', 'idade': '35', 'data_nascimento': '23/05/1986', 'data_cadastro': '12/09/2008', 'status': 'válido'}
{'nome': 'Ana Carolina Campos', 'email': 'ana.campos@gmail.com', 'cpf': '621.809.543-60', 'celular': '(51) 9600-77047', 'idade': '64', 'data_nascimento': '10/07/1957', 'data_cadastro': '11/03/1972', 'status': 'válido'}
{'nome': 'Enzo Ramos', 'email': 'enzo.ramos@gmail.com', 'cpf': '270.861.953-59', 'celular': '(41) 9668-94401', 'idade': '91', 'data_nascimento': '16/08/1930', 'data_cadastro': '21/01/1972', 'status': 'válido'}
{'nome': 'Alexia Pinto', 'email': 'alexia.pinto@gmail.com', 'cpf': '846.527.031-71', 'celular': '(71) 9042-13590', 'idade': '93', 'data_nascimento': '04/11/1928', 'data_cadastro': '11/09/2000', 'status': 'válido'}
{'nome': 'Gustavo Henrique Melo', 'email': 'gustavo.melo@gmail.com', 'cpf': '529.803.614-70', 'celular': '(11) 9053-75276', 'idade': '44', 'data_nascimento': '16/05/1977', 'data_cadastro': '19/04/2017', 'status': 'válido'}
{'nome': 'Ana Beatriz Duarte', 'email': 'ana.duarte@gmail.com', 'cpf': '179.402.856-02', 'celular': '(21) 9218-50412', 'idade': '80', 'data_nascimento': '28/07/1941', 'data_cadastro': '12/05/1949', 'status': 'válido'}
{'nome': 'Ana Beatriz Caldeira', 'email': 'ana.caldeira@gmail.com', 'cpf': '370.261.958-59', 'celular': '(84) 9851-21795', 'idade': '28', 'data_nascimento': '26/03/1993', 'data_cadastro': '22/02/1995', 'status': 'válido'}
{'nome': 'Vitor Gabriel Teixeira', 'email': 'vitor.teixeira@gmail.com', 'cpf': '390.452.861-06', 'celular': '(41) 9224-31589', 'idade': '76', 'data_nascimento': '26/10/1945', 'data_cadastro': '10/11/2005', 'status': 'válido'}
{'nome': 'Raul Ramos Cunha', 'email': 'raul.cunha@gmail.com', 'cpf': '014.953.826-05', 'celular': '(84) 9605-41136', 'idade': '58', 'data_nascimento': '05/09/1963', 'data_cadastro': '31/03/2014', 'status': 'válido'}
{'nome': 'Pedro Henrique Lopes', 'email': 'pedro.lopes@gmail.com', 'cpf': '068.239.754-74', 'celular': '(21) 9907-14876', 'idade': '76', 'data_nascimento': '20/11/1945', 'data_cadastro': '14/05/1981', 'status': 'válido'}
{'nome': 'Bernardo Almeida Freitas', 'email': 'bernardo.freitas@gmail.com', 'cpf': '907.158.432-14', 'celular': '(61) 9596-91627', 'idade': '40', 'data_nascimento': '25/06/1981', 'data_cadastro': '13/05/2003', 'status': 'válido'}
{'nome': 'João Felipe Araújo', 'email': 'joao.araujo@gmail.com', 'cpf': '873.456.029-74', 'celular': '(41) 9771-66426', 'idade': '51', 'data_nascimento': '16/07/1970', 'data_cadastro': '12/02/1978', 'status': 'válido'}
{'nome': 'Arthur Souza Moreira', 'email': 'arthur.moreira@gmail.com', 'cpf': '362.498.075-00', 'celular': '(61) 9834-17540', 'idade': '84', 'data_nascimento': '22/02/1938', 'data_cadastro': '14/07/1967', 'status': 'válido'}
{'nome': 'João Moreira', 'email': 'joao.moreira@gmail.com', 'cpf': '890.173.456-75', 'celular': '(51) 9891-39762', 'idade': '45', 'data_nascimento': '21/05/1976', 'data_cadastro': '26/06/1999', 'status': 'válido'}
{'nome': 'Murilo da Cunha', 'email': 'murilo.cunha@gmail.com', 'cpf': '753.102.649-06', 'celular': '(11) 9451-68314', 'idade': '50', 'data_nascimento': '10/06/1971', 'data_cadastro': '29/12/1985', 'status': 'válido'}
{'nome': 'Emanuel Moreira', 'email': 'emanuel.moreira@gmail.com', 'cpf': '849.650.137-00', 'celular': '(61) 9649-52976', 'idade': '49', 'data_nascimento': '09/03/1972', 'data_cadastro': '08/07/1991', 'status': 'válido'}
{'nome': 'Isabel Nogueira', 'email': 'isabel.nogueira@gmail.com', 'cpf': '508.427.691-02', 'celular': '(41) 9022-20712', 'idade': '38', 'data_nascimento': '06/03/1983', 'data_cadastro': '16/11/1991', 'status': 'válido'}
{'nome': 'Pedro Henrique Mendes', 'email': 'pedro.mendes@gmail.com', 'cpf': '278.345.069-00', 'celular': '(61) 9390-30198', 'idade': '68', 'data_nascimento': '16/11/1953', 'data_cadastro': '07/01/1999', 'status': 'válido'}
{'nome': 'Alícia Silveira', 'email': 'alicia.silveira@gmail.com', 'cpf': '803.419.576-66', 'celular': '(61) 9915-76318', 'idade': '60', 'data_nascimento': '08/08/1961', 'data_cadastro': '06/12/2010', 'status': 'válido'}
{'nome': 'Mariana Nogueira Novaes', 'email': 'mariana.novaes@gmail.com', 'cpf': '284.609.357-10', 'celular': '(31) 9748-99083', 'idade': '20', 'data_nascimento': '30/04/2001', 'data_cadastro': '08/10/2005', 'status': 'válido'}
{'nome': 'André Aragão', 'email': 'andre.aragao@gmail.com', 'cpf': '960.413.728-03', 'celular': '(84) 9700-11424', 'idade': '48', 'data_nascimento': '01/07/1973', 'data_cadastro': '28/06/1997', 'status': 'válido'}
{'nome': 'Juliana Mendes', 'email': 'juliana.mendes@gmail.com', 'cpf': '941.508.236-42', 'celular': '(81) 9144-28511', 'idade': '78', 'data_nascimento': '09/03/1943', 'data_cadastro': '15/06/1960', 'status': 'válido'}
{'nome': 'Otávio da Mata', 'email': 'otavio.mata@gmail.com', 'cpf': '908.261.374-31', 'celular': '(21) 9571-13456', 'idade': '56', 'data_nascimento': '16/03/1965', 'data_cadastro': '03/10/2030', 'status': 'válido'}
{'nome': 'Ana Clara Carvalho', 'email': 'ana.carvalho@gmail.com', 'cpf': '906.143.582-05', 'celular': '(71) 9475-67937', 'idade': '42', 'data_nascimento': '09/12/1979', 'data_cadastro': '05/05/1994', 'status': 'válido'}
{'nome': 'Luiz Fernando Aragão', 'email': 'luiz.aragao@gmail.com', 'cpf': '314.697.580-75', 'celular': '(41) 9406-96514', 'idade': '33', 'data_nascimento': '31/08/1988', 'data_cadastro': '03/08/1994', 'status': 'válido'}
{'nome': 'Letícia Rodrigues', 'email': 'leticia.rodrigues@gmail.com', 'cpf': '703.648.912-03', 'celular': '(21) 9596-87790', 'idade': '19', 'data_nascimento': '19/03/2002', 'data_cadastro': '19/10/2015', 'status': 'válido'}
{'nome': 'João Gabriel Moreira', 'email': 'Joaquim.moreira@gmail.com', 'cpf': '521.073.948-14', 'celular': '(51) 9094-61950', 'idade': '83', 'data_nascimento': '17/12/1938', 'data_cadastro': '03/07/2014', 'status': 'inválido', 'reason': ['E-mail inválido: Joaquim.moreira@gmail.com - Correção: Precisa estar no formato (primeiroNome.últimoNome@gmail.com) - Sugestão: joao.moreira@gmail.com']}
{'nome': 'Kaique Souza da Luz', 'email': 'kaique.luz@gmail.com', 'cpf': '598.017.362-59', 'celular': '(11) 9126-26731', 'idade': '45', 'data_nascimento': '01/05/1976', 'data_cadastro': '25/08/1997', 'status': 'válido'}
{'nome': 'Gustavo Henrique da Luz', 'email': 'gustavo.luz@gmail.com', 'cpf': '328.015.649-15', 'celular': '(31) 9292-06907', 'idade': '36', 'data_nascimento': '14/06/1985', 'data_cadastro': '14/09/1996', 'status': 'válido'}
{'nome': 'Luiz Felipe da Paz', 'email': 'luiz.paz@gmail.com', 'cpf': '529.716.843-00', 'celular': '(11) 9678-19805', 'idade': '22', 'data_nascimento': '01/12/1999', 'data_cadastro': '07/11/2003', 'status': 'válido'}
{'nome': 'Kamilly Rezende', 'email': 'kamilly.rezende@gmail.com', 'cpf': '528.613.970-12', 'celular': '(71) 9753-71114', 'idade': '27', 'data_nascimento': '29/05/1994', 'data_cadastro': '11/10/2005', 'status': 'válido'}
{'nome': 'Kevin Monteiro', 'email': 'kevin.monteiro@gmail.com', 'cpf': '467.123.590-07', 'celular': '(81) 9964-47071', 'idade': '63', 'data_nascimento': '06/01/1959', 'data_cadastro': '27/07/1962', 'status': 'válido'}
{'nome': 'Lara Silva', 'email': 'lara.silva@gmail.com', 'cpf': '982.174.053-79', 'celular': '(71) 9592-71843', 'idade': '92', 'data_nascimento': '07/06/1929', 'data_cadastro': '18/04/1950', 'status': 'válido'}
{'nome': 'Raul Dias', 'email': 'raul.dias@gmail.com', 'cpf': '123.875.640-90', 'celular': '(11) 9927-67608', 'idade': '73', 'data_nascimento': '30/07/1948', 'data_cadastro': '07/04/1978', 'status': 'válido'}
{'nome': 'Lucas Moura', 'email': 'lucas.moura@gmail.com', 'cpf': '645.302.198-60', 'celular': '(51) 9076-18063', 'idade': '75', 'data_nascimento': '01/11/1946', 'data_cadastro': '06/05/1972', 'status': 'válido'}
{'nome': 'Elisa Ferreira', 'email': 'elisa.ferreira@gmail.com', 'cpf': '876.012.495-49', 'celular': '(41) 9532-60313', 'idade': '63', 'data_nascimento': '02/08/1958', 'data_cadastro': '18/09/1971', 'status': 'válido'}
{'nome': 'Kaique da Cruz', 'email': 'kaique.cruz@gmail.com', 'cpf': '478.306.591-84', 'celular': '(21) 9546-60417', 'idade': '62', 'data_nascimento': '25/02/1959', 'data_cadastro': '17/05/2019', 'status': 'válido'}
{'nome': 'Rafaela Pereira', 'email': 'rafaela.pereira@gmail.com', 'cpf': '598.730.642-65', 'celular': '(84) 9115-11143', 'idade': '29', 'data_nascimento': '07/07/1992', 'data_cadastro': '21/01/2005', 'status': 'válido'}
{'nome': 'Raul da Mota', 'email': 'raul.mota@gmail.com', 'cpf': '581.920.743-23', 'celular': '(61) 9020-20497', 'idade': '83', 'data_nascimento': '24/06/1938', 'data_cadastro': '03/05/2019', 'status': 'válido'}
{'nome': 'Bárbara Freitas', 'email': 'barbara.freitas@gmail.com', 'cpf': '320.854.679-38', 'celular': '(41) 9836-65556', 'idade': '38', 'data_nascimento': '08/10/1983', 'data_cadastro': '25/08/2015', 'status': 'válido'}
{'nome': 'Maria Fernanda Vieira Rezende', 'email': 'maria.rezende@gmail.com', 'cpf': '267.350.189-40', 'celular': '(84) 9045-67484', 'idade': '96', 'data_nascimento': '11/05/1925', 'data_cadastro': '13/03/1954', 'status': 'inválido', 'reason': ['Nome inválido: Maria Fernanda Vieira Rezende - Correção: Precisa ter 25 ou menos caracteres']}
{'nome': 'Ana Júlia Nascimento', 'email': 'ana.nascimento@gmail.com', 'cpf': '374.265.918-91', 'celular': '(21) 9927-48450', 'idade': '31', 'data_nascimento': '01/10/1990', 'data_cadastro': '30/03/2029', 'status': 'válido'}
{'nome': 'Benício Almeida', 'email': 'benicio.almeida@gmail.com', 'cpf': '168.352.740-26', 'celular': '(11) 9788-37138', 'idade': '26', 'data_nascimento': '22/10/1995', 'data_cadastro': '12/04/2011', 'status': 'válido'}
{'nome': 'Ana Laura Barros', 'email': 'ana.barros@gmail.com', 'cpf': '489.573.026-38', 'celular': '(84) 9770-46253', 'idade': '64', 'data_nascimento': '25/03/1957', 'data_cadastro': '01/12/1995', 'status': 'válido'}
{'nome': 'Camila Gomes Rezende', 'email': 'camila.rezende@gmail.com', 'cpf': '680.915.723-95', 'celular': '(71) 9357-25788', 'idade': '48', 'data_nascimento': '12/05/1973', 'data_cadastro': '20/07/1998', 'status': 'válido'}
{'nome': 'Guilherme Oliveira', 'email': 'guilherme.oliveira@gmail.com', 'cpf': '314.096.587-75', 'celular': '(71) 9983-68326', 'idade': '97', 'data_nascimento': '25/05/1924', 'data_cadastro': '23/11/1957', 'status': 'válido'}
{'nome': 'Lucas Barbosa', 'email': 'lucas.barbosa@gmail.com', 'cpf': '243.198.750-79', 'celular': '(71) 9174-30161', 'idade': '101', 'data_nascimento': '30/12/1920', 'data_cadastro': '20/07/1947', 'status': 'válido'}
{'nome': 'Yuri da Rosa', 'email': 'yuri.rosa@gmail.com', 'cpf': '651.783.049-93', 'celular': '(71) 9873-02219', 'idade': '26', 'data_nascimento': '22/11/1995', 'data_cadastro': '04/03/2016', 'status': 'válido'}
{'nome': 'Maysa Pereira', 'email': 'maysa.pereira@gmail.com', 'cpf': '859.147.260-85', 'celular': '(21) 9453-28909', 'idade': '90', 'data_nascimento': '21/10/1931', 'data_cadastro': '28/01/1969', 'status': 'válido'}
{'nome': 'Raquel Santos', 'email': 'raquel.santos@gmail.com', 'cpf': '926.870.431-50', 'celular': '(11) 9969-89321', 'idade': '31', 'data_nascimento': '04/04/1990', 'data_cadastro': '26/12/1990', 'status': 'válido'}
{'nome': 'Maria Eduarda Almeida', 'email': 'maria.almeida@gmail.com', 'cpf': '678.942.315-09', 'celular': '(81) 9006-40897', 'idade': '23', 'data_nascimento': '08/05/1998', 'data_cadastro': '05/05/2010', 'status': 'válido'}
{'nome': 'Marcelo Rezende', 'email': 'marcelo.rezende@gmail.com', 'cpf': '948.073.651-93', 'celular': '(71) 9604-20589', 'idade': '85', 'data_nascimento': '02/06/1936', 'data_cadastro': '11/10/1982', 'status': 'válido'}
{'nome': 'Danilo Fernandes', 'email': 'danilo.fernandes@gmail.com', 'cpf': '493.605.871-84', 'celular': '(31) 9540-61494', 'idade': '84', 'data_nascimento': '07/01/1938', 'data_cadastro': '26/08/1990', 'status': 'válido'}
{'nome': 'Mariana Freitas', 'email': 'mariana.freitas@gmail.com', 'cpf': '502.941.387-14', 'celular': '(31) 9412-00494', 'idade': '97', 'data_nascimento': '17/06/1924', 'data_cadastro': '20/12/1984', 'status': 'válido'}
{'nome': 'Noah Pereira Souza', 'email': 'noah.souza@gmail.com', 'cpf': '298.653.470-83', 'celular': '(11) 9593-48129', 'idade': '18', 'data_nascimento': '12/04/2003', 'data_cadastro': '27/07/2012', 'status': 'válido'}
{'nome': 'Lara Costa Lima', 'email': 'lara.lima@gmail.com', 'cpf': '124.706.389-50', 'celular': '(11) 9307-12703', 'idade': '86', 'data_nascimento': '29/05/1935', 'data_cadastro': '04/08/1939', 'status': 'válido'}
{'nome': 'Gustavo Ramos', 'email': 'gustavo.ramos@gmail.com', 'cpf': '961.453.278-55', 'celular': '(21) 9631-24551', 'idade': '79', 'data_nascimento': '15/01/1943', 'data_cadastro': '24/02/2005', 'status': 'válido'}
{'nome': 'Catarina Sales', 'email': 'catarina.sales@gmail.com', 'cpf': '049.258.671-30', 'celular': '(21) 9104-19768', 'idade': '96', 'data_nascimento': '21/10/1925', 'data_cadastro': '28/09/2020', 'status': 'válido'}
{'nome': 'André Martins', 'email': 'andre.martins@gmail.com', 'cpf': '978.402.563-92', 'celular': '(61) 9875-93099', 'idade': '28', 'data_nascimento': '09/06/1993', 'data_cadastro': '31/08/2019', 'status': 'válido'}
{'nome': 'Isabella Duarte', 'email': 'isabella.duarte@gmail.com', 'cpf': '054.893.271-97', 'celular': '(11) 9535-47229', 'idade': '48', 'data_nascimento': '18/06/1973', 'data_cadastro': '22/02/2002', 'status': 'válido'}
{'nome': 'Yasmin Teixeira', 'email': 'yasmin.teixeira@gmail.com', 'cpf': '391.278.054-41', 'celular': '(61) 9863-13717', 'idade': '51', 'data_nascimento': '29/11/1970', 'data_cadastro': '28/05/1991', 'status': 'válido'}
{'nome': 'Rafaela Dias', 'email': 'rafaela.dias@gmail.com', 'cpf': '725.196.084-20', 'celular': '(61) 9656-97796', 'idade': '99', 'data_nascimento': '27/04/1922', 'data_cadastro': '11/08/1965', 'status': 'válido'}
{'nome': 'Ana Lívia das Neves', 'email': 'ana.neves@gmail.com', 'cpf': '314.206.875-90', 'celular': '(71) 9780-62417', 'idade': '55', 'data_nascimento': '06/09/1966', 'data_cadastro': '15/09/1972', 'status': 'válido'}
{'nome': 'Isabella Almeida Jesus', 'email': 'isabella.jesus@gmail.com', 'cpf': '675.021.384-71', 'celular': '(31) 9407-58876', 'idade': '27', 'data_nascimento': '25/02/1994', 'data_cadastro': '24/06/2009', 'status': 'válido'}
{'nome': 'Diego Cardoso', 'email': 'diego.cardoso@gmail.com', 'cpf': '456.917.308-00', 'celular': '(11) 9980-13772', 'idade': '83', 'data_nascimento': '31/03/1938', 'data_cadastro': '26/08/1939', 'status': 'válido'}
{'nome': 'Larissa Aragão', 'email': 'larissa.aragao@gmail.com', 'cpf': '317.402.986-40', 'celular': '(61) 9300-31433', 'idade': '71', 'data_nascimento': '01/02/1951', 'data_cadastro': '28/12/1965', 'status': 'válido'}
{'nome': 'Paulo Lima', 'email': 'paulo.lima@gmail.com', 'cpf': '958.213.746-00', 'celular': '(81) 9818-75344', 'idade': '83', 'data_nascimento': '02/10/1938', 'data_cadastro': '19/07/1954', 'status': 'válido'}
{'nome': 'Maria Clara Silva', 'email': 'maria.silva@gmail.com', 'cpf': '491.385.076-84', 'celular': '(81) 9134-70253', 'idade': '56', 'data_nascimento': '25/05/1965', 'data_cadastro': '08/03/2003', 'status': 'válido'}
{'nome': 'Brenda Campos', 'email': 'brenda.campos@gmail.com', 'cpf': '067.985.342-10', 'celular': '(11) 9485-79251', 'idade': '35', 'data_nascimento': '03/07/1986', 'data_cadastro': '12/10/2006', 'status': 'válido'}
{'nome': 'Luigi Ferreira', 'email': 'luigi.ferreira@gmail.com', 'cpf': '054.361.872-26', 'celular': '(71) 9731-88333', 'idade': '20', 'data_nascimento': '08/07/2001', 'data_cadastro': '06/05/2005', 'status': 'válido'}
{'nome': 'Antônio Azevedo', 'email': 'antonio.azevedo@gmail.com', 'cpf': '604.975.183-84', 'celular': '(51) 9970-46929', 'idade': '38', 'data_nascimento': '21/08/1983', 'data_cadastro': '21/08/2006', 'status': 'válido'}
{'nome': 'Maria Clara Almeida', 'email': 'maria.almeida@gmail.com', 'cpf': '074.983.265-74', 'celular': '(21) 9543-61667', 'idade': '73', 'data_nascimento': '27/07/1948', 'data_cadastro': '01/01/2002', 'status': 'válido'}
{'nome': 'Alexia da Cunha', 'email': 'alexia.cunha@gmail.com', 'cpf': '230.916.458-51', 'celular': '(11) 9745-54859', 'idade': '68', 'data_nascimento': '06/11/1953', 'data_cadastro': '03/01/2021', 'status': 'válido'}
{'nome': 'Pedro Nunes Nunes', 'email': 'pedro.nunes@gmail.com', 'cpf': '795.682.401-01', 'celular': '(11) 9251-49778', 'idade': '27', 'data_nascimento': '20/11/1994', 'data_cadastro': '23/03/2018', 'status': 'válido'}
{'nome': 'Marina Sales', 'email': 'marina.sales@gmail.com', 'cpf': '398.104.625-06', 'celular': '(71) 9147-34158', 'idade': '59', 'data_nascimento': '05/06/1962', 'data_cadastro': '22/07/2003', 'status': 'válido'}
{'nome': 'Calebe Viana', 'email': 'calebe.viana@gmail.com', 'cpf': '680.734.592-56', 'celular': '(51) 9406-27554', 'idade': '95', 'data_nascimento': '29/07/1926', 'data_cadastro': '08/11/1952', 'status': 'válido'}
{'nome': 'Sophia Carvalho', 'email': 'sophia.Ferreira@gmail.com', 'cpf': '507.361.824-62', 'celular': '(51) 9019-02438', 'idade': '67', 'data_nascimento': '10/09/1954', 'data_cadastro': '21/05/1956', 'status': 'inválido', 'reason': ['E-mail inválido: sophia.Ferreira@gmail.com - Correção: Precisa estar no formato (primeiroNome.últimoNome@gmail.com) - Sugestão: sophia.carvalho@gmail.com']}
{'nome': 'Pedro Miguel Silva', 'email': 'pedro.silva@gmail.com', 'cpf': '582.013.496-60', 'celular': '(51) 9857-51327', 'idade': '70', 'data_nascimento': '12/11/1951', 'data_cadastro': '12/05/1952', 'status': 'válido'}
{'nome': 'Maria Luiza Rodrigues Moreira', 'email': 'maria.moreira@gmail.com', 'cpf': '560.834.279-83', 'celular': '(81) 9537-27594', 'idade': '102', 'data_nascimento': '21/09/1919', 'data_cadastro': '13/09/2017', 'status': 'inválido', 'reason': ['Nome inválido: Maria Luiza Rodrigues Moreira - Correção: Precisa ter 25 ou menos caracteres']}
{'nome': 'Milena Pinto', 'email': 'milena.pinto@gmail.com', 'cpf': '235.640.789-83', 'celular': '(84) 9817-12327', 'idade': '54', 'data_nascimento': '08/12/1967', 'data_cadastro': '07/10/1982', 'status': 'válido'}
{'nome': 'Fernanda Caldeira', 'email': 'fernanda.caldeira@gmail.com', 'cpf': '294.731.506-52', 'celular': '(51) 9472-36396', 'idade': '24', 'data_nascimento': '13/08/1997', 'data_cadastro': '21/02/2018', 'status': 'válido'}
{'nome': 'Larissa Monteiro', 'email': 'larissa.monteiro@gmail.com', 'cpf': '038.162.495-15', 'celular': '(21) 9273-23845', 'idade': '102', 'data_nascimento': '25/02/1919', 'data_cadastro': '26/05/2014', 'status': 'válido'}
{'nome': 'Sarah das Neves', 'email': 'sarah.neves@gmail.com', 'cpf': '675.094.123-07', 'celular': '(61) 9918-34687', 'idade': '60', 'data_nascimento': '04/07/1961', 'data_cadastro': '11/04/1999', 'status': 'válido'}
{'nome': 'Francisco Dias', 'email': 'francisco.dias@gmail.com', 'cpf': '940.825.173-32', 'celular': '(11) 9488-13049', 'idade': '47', 'data_nascimento': '09/03/1974', 'data_cadastro': '31/08/2001', 'status': 'válido'}
{'nome': 'Pedro Miguel Farias', 'email': 'pedro.farias@gmail.com', 'cpf': '203.715.894-79', 'celular': '(61) 9192-53228', 'idade': '50', 'data_nascimento': '09/09/1971', 'data_cadastro': '22/09/2004', 'status': 'válido'}
{'nome': 'Camila Mendes', 'email': 'camila.mendes@gmail.com', 'cpf': '658.023.497-00', 'celular': '(71) 9234-42529', 'idade': '98', 'data_nascimento': '01/09/1923', 'data_cadastro': '16/04/1964', 'status': 'válido'}
{'nome': 'Bárbara Melo', 'email': 'barbara.melo@gmail.com', 'cpf': '810.926.743-22', 'celular': '(84) 9546-20506', 'idade': '100', 'data_nascimento': '09/06/1921', 'data_cadastro': '17/07/1942', 'status': 'válido'}
{'nome': 'Luiza Sales', 'email': 'luiza.sales@gmail.com', 'cpf': '561.320.879-40', 'celular': '(51) 9265-99402', 'idade': '54', 'data_nascimento': '01/06/1967', 'data_cadastro': '13/02/2016', 'status': 'válido'}
{'nome': 'Juan Teixeira', 'email': 'juan.teixeira@gmail.com', 'cpf': '907.852.316-68', 'celular': '(84) 9970-50037', 'idade': '96', 'data_nascimento': '27/09/1925', 'data_cadastro': '19/01/2022', 'status': 'válido'}
{'nome': 'Ana Laura Barbosa Martins', 'email': 'ana.martins@gmail.com', 'cpf': '675.213.840-08', 'celular': '(51) 9510-11342', 'idade': '33', 'data_nascimento': '24/07/1988', 'data_cadastro': '22/07/2006', 'status': 'inválido', 'reason': ['Nome inválido: Ana Laura Barbosa Martins - Correção: Precisa ter 25 ou menos caracteres']}
{'nome': 'Paulo Pereira', 'email': 'paulo.pereira@gmail.com', 'cpf': '389.721.564-00', 'celular': '(21) 9071-36622', 'idade': '37', 'data_nascimento': '19/10/1984', 'data_cadastro': '27/09/2006', 'status': 'válido'}
{'nome': 'Noah Monteiro', 'email': 'noah.monteiro@gmail.com', 'cpf': '163.275.098-86', 'celular': '(21) 9325-20144', 'idade': '57', 'data_nascimento': '17/04/1964', 'data_cadastro': '18/06/1985', 'status': 'válido'}
{'nome': 'Levi da Rocha', 'email': 'levi.rocha@gmail.com', 'cpf': '128.937.465-19', 'celular': '(61) 9986-33621', 'idade': '84', 'data_nascimento': '03/01/1938', 'data_cadastro': '13/07/2009', 'status': 'válido'}
{'nome': 'Emilly Novaes', 'email': 'emilly.novaes@gmail.com', 'cpf': '628.497.310-13', 'celular': '(51) 9923-45512', 'idade': '99', 'data_nascimento': '17/04/1922', 'data_cadastro': '27/08/2014', 'status': 'válido'}
{'nome': 'Sabrina Souza Teixeira', 'email': 'sabrina.teixeira@gmail.com', 'cpf': '760.958.143-75', 'celular': '(51) 9527-36738', 'idade': '54', 'data_nascimento': '23/06/1967', 'data_cadastro': '08/08/2008', 'status': 'válido'}
{'nome': 'Fernanda Martins', 'email': 'fernanda.martins@gmail.com', 'cpf': '389.547.012-05', 'celular': '(51) 9889-62512', 'idade': '86', 'data_nascimento': '08/09/1935', 'data_cadastro': '27/05/1939', 'status': 'válido'}
{'nome': 'Calebe Fogaça', 'email': 'calebe.fogaca@gmail.com', 'cpf': '178.295.346-91', 'celular': '(51) 9565-13060', 'idade': '26', 'data_nascimento': '22/10/1995', 'data_cadastro': '30/12/2014', 'status': 'válido'}
{'nome': 'Julia da Rocha', 'email': 'julia.rocha@gmail.com', 'cpf': '316.572.908-59', 'celular': '(21) 9718-60353', 'idade': '78', 'data_nascimento': '07/11/1943', 'data_cadastro': '04/06/1996', 'status': 'válido'}
{'nome': 'Vitor Gabriel Teixeira', 'email': 'vitor.teixeira@gmail.com', 'cpf': '416.239.078-96', 'celular': '(61) 9723-18435', 'idade': '98', 'data_nascimento': '13/01/1924', 'data_cadastro': '25/06/1939', 'status': 'válido'}
{'nome': 'Thomas Monteiro', 'email': 'thomas.monteiro@gmail.com', 'cpf': '547.109.632-07', 'celular': '(31) 9126-36657', 'idade': '34', 'data_nascimento': '17/12/1987', 'data_cadastro': '24/05/2000', 'status': 'válido'}
{'nome': 'Calebe Carvalho', 'email': 'calebe.carvalho@gmail.com', 'cpf': '073.498.615-75', 'celular': '(61) 9103-24354', 'idade': '23', 'data_nascimento': '12/05/1998', 'data_cadastro': '19/09/2003', 'status': 'válido'}
{'nome': 'Maria Alice Pereira da Conceição', 'email': 'maria.conceicao@gmail.com', 'cpf': '329.708.145-79', 'celular': '(81) 9582-20191', 'idade': '83', 'data_nascimento': '23/04/1938', 'data_cadastro': '12/08/1972', 'status': 'inválido', 'reason': ['Nome inválido: Maria Alice Pereira da Conceição - Correção: Precisa ter 25 ou menos caracteres']}
{'nome': 'Vitor Gabriel Lima', 'email': 'vitor.lima@gmail.com', 'cpf': '659.241.380-89', 'celular': '(81) 9457-12511', 'idade': '56', 'data_nascimento': '10/11/1965', 'data_cadastro': '15/06/1997', 'status': 'válido'}
{'nome': 'Sophie Campos', 'email': 'sophie.campos@gmail.com', 'cpf': '502.938.716-12', 'celular': '(81) 9963-48297', 'idade': '68', 'data_nascimento': '09/02/1954', 'data_cadastro': '09/03/1968', 'status': 'válido'}
{'nome': 'Laura da Conceição', 'email': 'laura.conceicao@gmail.com', 'cpf': '527.804.639-29', 'celular': '(21) 9119-32603', 'idade': '91', 'data_nascimento': '26/02/1930', 'data_cadastro': '02/10/1984', 'status': 'válido'}
{'nome': 'Diego Lima', 'email': 'diego.lima@gmail.com', 'cpf': '324.508.769-10', 'celular': '(41) 9992-32081', 'idade': '56', 'data_nascimento': '05/06/1965', 'data_cadastro': '09/08/1989', 'status': 'válido'}
{'nome': 'Fernanda Mendes', 'email': 'fernanda.mendes@gmail.com', 'cpf': '357.480.169-66', 'celular': '(51) 9054-32997', 'idade': '87', 'data_nascimento': '08/06/1934', 'data_cadastro': '26/04/2012', 'status': 'válido'}
